QUEST_UNUSED_20150317_000030	사람들은 가족의 유골함을 이곳에 묻어두곤 했습니다.{nl}지금은 몬스터들이 전부 파헤치기 때문에 땅 위에 방치되어 있습니다.
QUEST_UNUSED_20150317_000031	이곳에 유족들의 슬픈 울음소리가 잠깐씩 들리던 그 시절이.. 가장 좋은 시절이었습니다.
QUEST_UNUSED_20150317_000032	아직 거두지 못한 유물함이 많겠지만, 이나마 지켜내서 다행이라 생각합니다.
QUEST_UNUSED_20150317_000033	다른 부엉이 조각상들이 인도해야 할 영혼들이 돌아오고 있습니다.{nl}관문 부근에 문제가 생긴 것이 분명합니다.
QUEST_UNUSED_20150317_000034	뭔지 모르지만, 우리가 뭔가에 기만당하고 있는 느낌이 듭니다
QUEST_UNUSED_20150317_000035	역시 마족이었군요.{nl}이곳의 고요를 녀석이 더럽히고 있었습니다.
QUEST_UNUSED_20150317_000036	북쪽으로 달아난 영혼들이 녀석에 대한 정보를 알고 있을지 모릅니다.
QUEST_UNUSED_20150317_000037	길 잃은 영혼
QUEST_UNUSED_20150317_000038	당신은 살아 있군요..{nl}하지만 당신도 결코 안전하지 않습니다.
QUEST_UNUSED_20150317_000039	마족이 무슨 꿍꿍인지는 모르겠습니다만… 저 관문은 꼭 열려야합니다.
QUEST_UNUSED_20150317_000040	모두 더 깊은 곳으로 부엉이 조각상을 찾아갔어요.{nl}우리가 이곳에서 탈출할 수 있게 좀 도와주시겠습니까?
QUEST_UNUSED_20150317_000041	몬스터는 영혼을 흡수하려고 쫓아 다닙니다.{nl}그들에게 사로잡히면 사악한 힘에 물들어 버리죠.
QUEST_UNUSED_20150317_000042	정말 고맙습니다!{nl}이 틈을 노려서 떠날 수 있겠군요..
QUEST_UNUSED_20150317_000043	미련 많은 영혼
QUEST_UNUSED_20150317_000044	저는 알고 있어요.{nl}앞서 북쪽으로 갔던 영혼들은 그곳에 도달할 수 없을 거예요.{nl}하지만 이 위쪽에 다른 부엉이 조각상으로 갈 수 있는 길이 있어요.{nl}언덕 위의 사크몰리들 때문에 저는 갈 수 없지만..
QUEST_UNUSED_20150317_000045	몬스터들은 왜 우리를 쫓아 다니는 것일까요..{nl}괴롭습니다.. 죽어서도..
QUEST_UNUSED_20150317_000046	그 말이 사실인가요?{nl}길이 막혀있다니..
QUEST_UNUSED_20150317_000047	어쩔 수 없네요.{nl}일단 그 영혼들이 어디로 향했는지 알려드릴게요.{nl}북쪽으로 나아가면 부엉이 조각상이 하나 있습니다. 그곳으로 가보세요.
QUEST_UNUSED_20150317_000048	다시 녀석들이 몰려오기 전에 떠나고 싶어요..
QUEST_UNUSED_20150317_000049	신성한 부엉이 조각상
QUEST_UNUSED_20150317_000050	저는 얼마전부터 변이된 데스모두스에게 계속 공격당하고 있습니다.{nl}나무로 만들어진 제 몸도 이대로라면 곧 부서지겠죠!
QUEST_UNUSED_20150317_000051	제게 맡겨진 유골함이나 영혼들을 또 다시 방황하게 만들고 싶진 않습니다…
QUEST_UNUSED_20150317_000052	작지만 악랄한 녀석들이죠.
QUEST_UNUSED_20150317_000053	슬프지만, 우리 조각상들은 지금 조각가님께서 부여한 임무를 수행 할 수 없습니다.{nl}저 자신을 보호할 수만 있다면..{nl}
QUEST_UNUSED_20150317_000054	책임져야할 영혼들이 너무 많습니다.
QUEST_UNUSED_20150317_000055	훌륭하군요!
QUEST_UNUSED_20150317_000056	남쪽으로 가세요.{nl}저처럼 부서져 가는 조각상이 있을 겁니다.
QUEST_UNUSED_20150317_000057	우울한 부엉이 조각상
QUEST_UNUSED_20150317_000058	살아있는 사람이 이곳에 오다니 신기하군요.{nl}영혼들을 보지 못한지 몇 년은 지난 것 같습니다.
QUEST_UNUSED_20150317_000059	당신 덕분에 여기서 몇 년은 버틸 수 있을 것 같습니다.
QUEST_UNUSED_20150317_000060	당신이 목격한 몬스터들은 저희를 궁지로 몰아넣은 할로우벤터 무리입니다.{nl}몬스터들을 막기 위해서는 텅 빈 부엉이들을 제거해야 합니다.{nl}할로우벤터 무리가 덫으로 이용하고 있으니 말입니다.{nl}계곡 깊은 곳의 텅 빈 부엉이 조각상들을 확인해야합니다.
QUEST_UNUSED_20150317_000061	영혼은 부엉이들을을 찾아갑니다.{nl}하지만 텅빈 부엉이에게 먹혀버리지요.{nl}녀석은 영혼들이 우릴 찾아 헤맨다는 사실을 너무 잘 알고 있습니다
QUEST_UNUSED_20150317_000062	그렇게 많은 조각상을 이용하고 있을 줄이야..
QUEST_UNUSED_20150317_000063	당신이 만난 영혼들이 말한 곳은 영혼들이 우리 부엉이들을 찾아 왔던 곳이었습니다.{nl}지금은 할로우벤터 무리가 설치한 함정으로 가득하죠.{nl}할로우벤터 무리의 함정은 누구에게나 위협이 됩니다.
QUEST_UNUSED_20150317_000064	영혼은 길을 잃으면 또 다른 영혼을 찾아갑니다.{nl}밝게 빛나는 함정은 그런식으로 영혼들을 유혹하지요.
QUEST_UNUSED_20150317_000065	많은 함정이 있었군요..
QUEST_UNUSED_20150317_000066	열쇠을 가진 할로우벤터가 주변에 있을 텐데..{nl}이상하군요.
QUEST_UNUSED_20150317_000067	주변 할로우벤터 무리를 처치해야 나타날 것 같습니다.{nl}나오지 않는다면 끌어내야겠지요.
QUEST_UNUSED_20150317_000068	저 몬스터들은 어디서 나타난 것일까요?
QUEST_UNUSED_20150317_000069	이래도 나오지 않았다면..{nl}짚이는 곳이 있습니다..
QUEST_UNUSED_20150317_000070	이래도 열쇠를 가진 할로우벤터가 나오지 않는다니..{nl}반드시 제가 알려드린 곳에 있을 겁니다.
QUEST_UNUSED_20150317_000071	당신이 도착하면 분명히 모습을 드러낼 겁니다.
QUEST_UNUSED_20150317_000072	이건.. 관문 열쇠입니다.
QUEST_UNUSED_20150317_000073	열쇠로 관문을 여십시오.{nl}관문의 건너편에 영혼들을 인도해주는 길잡이 영혼이 있을 겁니다.{nl}그 영혼이 당신을 도와줄 겁니다.
QUEST_UNUSED_20150317_000074	가끔 영혼들 중엔 인도받기보단 남아서 봉사하는 분들이 있습니다. 그 영혼은 그런 부류입니다.
QUEST_UNUSED_20150317_000075	길잡이 영혼
QUEST_UNUSED_20150317_000076	안녕하세요!{nl}아.. 살아계신 분이군요.
QUEST_UNUSED_20150317_000077	저는 이미 인도받을 시기가 지났습니다. 하지만 절대로 타락하지 않았죠.{nl}당신이 오기 전까진 제가 안내해야 할 영혼이 없어서 포기하고 있던 참입니다.{nl}이제 가서 저 관문을 열어주세요.{nl}그리고 건너편의 부엉이 조각상에게 이제 여긴 안전하다고 꼭 전해주세요!
QUEST_UNUSED_20150317_000078	저요? 제 이야기를 하려면 사연이 너무 많은데…
QUEST_UNUSED_20150317_000079	마족을 처치하면 그 부하들이 사라질 줄 알았는데..{nl}아니었군요. 문을 열어 주셔서 감사합니다.
QUEST_UNUSED_20150317_000080	길잡이 영혼에게 조언을 들으세요.{nl}헤매는 영혼에게 도움이 필요합니다..
QUEST_UNUSED_20150317_000081	곤란하네요. 그 힘이 또 마족이면 어떡하죠?
QUEST_UNUSED_20150317_000082	아, 그 영혼을 말씀하시는군요.{nl}그건 언덕 높은 곳에서 헤매고 있습니다.
QUEST_UNUSED_20150317_000083	가시겠다면 방향을 알려드리겠습니다.{nl}하지만 가시는 길에 다크슬라임이 많이 있습니다. {nl}분명 당신에게 큰 위협이 될 것입니다.
QUEST_UNUSED_20150317_000084	확실한 것은 그게 결코 마족이 아니라는 것입니다.{nl}그런데  매우 혼란스러워 보입니다.
QUEST_UNUSED_20150317_000085	이름 모를 영혼
QUEST_UNUSED_20150317_000086	우리 부엉이들은 당신을 기다리고 있었습니다.{nl}환영합니다.
QUEST_UNUSED_20150317_000087	저기 검은 지그리들이 돌아다니고 있습니다.{nl}조각가님께서 이 숲을 보면 얼마나 슬퍼하실지..
QUEST_UNUSED_20150317_000088	저 앞에 흩어져 있는 유골함만 봐도 가슴이 아픕니다.
QUEST_UNUSED_20150317_000089	붉은 푸라기가 우리를 위협하고 있습니다.{nl}저기 돌아다니는 것 좀 보세요.
QUEST_UNUSED_20150317_000090	검은 사크몰리들이 저기 있는 동안에는.. 지나갈 수 없습니다.{nl}언덕 위에 검은 사크몰리가 가득해요.
QUEST_UNUSED_20150317_000091	저를 보호할 방법이 생각났습니다.{nl}피셔맨들이 집어삼킨 영혼들에서 미미하게나마 신성력이 느껴집니다.{nl}피셔맨들이 삼킨 신성력을 찾아온다면..
QUEST_UNUSED_20150317_000092	부엉이 조각상의 기다림
QUEST_UNUSED_20150317_000093	고요의 숲(1)
QUEST_UNUSED_20150317_000094	검은 지그리를 처치하겠다고 제안한다
QUEST_UNUSED_20150317_000095	고요의 숲(2)
QUEST_UNUSED_20150317_000096	Notice/영혼의 유골함을 약한부엉이 조각상에게 전달했습니다.
QUEST_UNUSED_20150317_000097	고요의 숲(3)
QUEST_UNUSED_20150317_000098	관문을 확인하겠다고 제안한다
QUEST_UNUSED_20150317_000099	고요의 숲(4)
QUEST_UNUSED_20150317_000100	영혼을 찾아보겠다고 제안한다
QUEST_UNUSED_20150317_000101	독 안에 든 영혼(1)
QUEST_UNUSED_20150317_000102	붉은 푸라기를 처치하겠다고 제안한다
QUEST_UNUSED_20150317_000103	독 안에 든 영혼(2)
QUEST_UNUSED_20150317_000104	검은 사카몰리를 처치하겠다고 제안한다
QUEST_UNUSED_20150317_000105	독 안에 든 영혼(3)
QUEST_UNUSED_20150317_000106	부엉이 조각상을 확인해보겠다고 제안한다
QUEST_UNUSED_20150317_000107	독 안에 든 영혼(4)
QUEST_UNUSED_20150317_000108	확인 중/MAKING/2.5/TRACK_BEFORE/None
QUEST_UNUSED_20150317_000109	부엉이 조각상의 구원요청
QUEST_UNUSED_20150317_000110	데스모두스를 처치하겠다고 제안한다
QUEST_UNUSED_20150317_000111	숲에 스며든 마족(1)
QUEST_UNUSED_20150317_000112	도움을 주겠다고 제안한다
QUEST_UNUSED_20150317_000113	숲에 스며든 마족(2)
QUEST_UNUSED_20150317_000114	부엉이 조각상을 찾아가겠다고 제안한다
QUEST_UNUSED_20150317_000115	영혼 사냥꾼(1)
QUEST_UNUSED_20150317_000116	부엉이 조각상을 확인하겠다고 제안한다
QUEST_UNUSED_20150317_000117	영혼 사냥꾼(2)
QUEST_UNUSED_20150317_000118	함정을 제거하겠다고 제안한다
QUEST_UNUSED_20150317_000119	영혼 사냥꾼(3)
QUEST_UNUSED_20150317_000120	할로우벤터 무리를 처치하겠다고 제안한다
QUEST_UNUSED_20150317_000121	영혼 사냥꾼(4)
QUEST_UNUSED_20150317_000122	할로우벤터를 처치하겠다고 제안한다
QUEST_UNUSED_20150317_000123	관문 열기(1)
QUEST_UNUSED_20150317_000124	관문 열기(2)
QUEST_UNUSED_20150317_000125	부엉이 조각상에게 영혼의 이야기를 전해준다
QUEST_UNUSED_20150317_000126	헤매는 영혼(1)
QUEST_UNUSED_20150317_000127	헤매는 영혼(2)
QUEST_UNUSED_20150317_000128	다크 슬라임을 처치하겠다고 제안한다
QUEST_UNUSED_20150317_000129	헤매는 영혼(3)
QUEST_UNUSED_20150317_000130	비테레지나의 습격
QUEST_UNUSED_20150317_000131	웨어울프의 습격
QUEST_UNUSED_20150317_000132	Notice/!/웨어울프를 처치하세요!
QUEST_UNUSED_20150317_000133	마법사의 탑을 점령한 마군주
QUEST_UNUSED_20150317_000134	재물에도 은혜를[파드너 전직](4)
QUEST_UNUSED_20150317_000135	밀실의 비밀
QUEST_UNUSED_20150317_000136	내기에 응하겠다고 한다
QUEST_UNUSED_20150317_000137	시험을 받아 들인다
QUEST_UNUSED_20150317_000138	호기심의 긍정
QUEST_UNUSED_20150317_000139	해주겠다고 한다
QUEST_UNUSED_20150317_000140	약한 부엉이 조각상과 대화한다
QUEST_UNUSED_20150317_000141	자루머리 고개 진입
QUEST_UNUSED_20150317_000142	자루머리 고개로 이동한다
QUEST_UNUSED_20150317_000143	검은 지그리 처치
QUEST_UNUSED_20150317_000144	검은 지그리를 처치한다
QUEST_UNUSED_20150317_000145	유골함을 회수
QUEST_UNUSED_20150317_000146	자루머리 고개입구에 흩어져 있는 유골함을 모아온다
QUEST_UNUSED_20150317_000147	영혼의 관문 확인
QUEST_UNUSED_20150317_000148	영혼의 관문을 확인하고 돌아온다
QUEST_UNUSED_20150317_000149	길 잃은 영혼과 대화
QUEST_UNUSED_20150317_000150	북쪽길을 따라 올라가 길 잃은 영혼과 대화한다
QUEST_UNUSED_20150317_000151	길 잃은 영혼과 대화한다
QUEST_UNUSED_20150317_000152	붉은 푸라기 처치
QUEST_UNUSED_20150317_000153	붉은 푸라기를 처치한다
QUEST_UNUSED_20150317_000154	미련 많은 영혼과 대화
QUEST_UNUSED_20150317_000155	미련 많은 영혼과 대화한다
QUEST_UNUSED_20150317_000156	검은 사크몰리 처치
QUEST_UNUSED_20150317_000157	검은 사크몰리를 처치한다
QUEST_UNUSED_20150317_000158	검은 사카몰리 처치
QUEST_UNUSED_20150317_000159	부엉이 조각상 확인
QUEST_UNUSED_20150317_000160	부엉이 조각상을 확인한다
QUEST_UNUSED_20150317_000161	몰려드는 몬스터 처치
QUEST_UNUSED_20150317_000162	몰려드는 몬스터를 처치한다
QUEST_UNUSED_20150317_000163	신성한 부엉이 조각상과 대화
QUEST_UNUSED_20150317_000164	신성한 부엉이 조각상과 대화한다
QUEST_UNUSED_20150317_000165	데스모두스 처치
QUEST_UNUSED_20150317_000166	데스모두스를 처치한다
QUEST_UNUSED_20150317_000167	피셔맨에게 신성력조각 회수
QUEST_UNUSED_20150317_000168	피셔맨에게 신성력조각을 되찾아온다
QUEST_UNUSED_20150317_000169	붉은 피셔맨 처치
QUEST_UNUSED_20150317_000170	우울한 부엉이 조각상과 대화
QUEST_UNUSED_20150317_000171	우울한 부엉이 조각상과 대화한다
QUEST_UNUSED_20150317_000172	텅빈 부엉이 조각상 확인
QUEST_UNUSED_20150317_000173	텅빈 부엉이 조각상을 확인한다
QUEST_UNUSED_20150317_000174	영혼의 함정 제거
QUEST_UNUSED_20150317_000175	영혼의 함정을 찾아서 제거한다
QUEST_UNUSED_20150317_000176	네크로벤터의 부하 처치
QUEST_UNUSED_20150317_000177	네크로벤터의 부하들을 처치한다
QUEST_UNUSED_20150317_000178	영혼 사냥꾼의 부하 처치
QUEST_UNUSED_20150317_000179	열쇠 지기 헬로우벤터 처치
QUEST_UNUSED_20150317_000180	열쇠 지기 헬로우벤터 처치하고 열쇠를 획득한다
QUEST_UNUSED_20150317_000181	열쇠 지기
QUEST_UNUSED_20150317_000182	할로우벤터의 부하
QUEST_UNUSED_20150317_000183	길잡이 영혼과 대화
QUEST_UNUSED_20150317_000184	길잡이 영혼과 대화한다
QUEST_UNUSED_20150317_000185	방해하는 몬스터를 처치
QUEST_UNUSED_20150317_000186	방해하는 몬스터를 처치한다
QUEST_UNUSED_20150317_000187	네크로벤터의 잔당 처치
QUEST_UNUSED_20150317_000188	검은 슬라임 처치
QUEST_UNUSED_20150317_000189	검은 슬라임을 처치한다
QUEST_UNUSED_20150317_000190	의심스런 장소 확인
QUEST_UNUSED_20150317_000191	의심스런 장소를 확인한다
QUEST_UNUSED_20150317_000192	제한 시간동안 지역방어
QUEST_UNUSED_20150317_000193	제한 시간동안 덤벼드는 몬스터의 공격에서 살아 남는다
QUEST_UNUSED_20150317_000194	이름 모를 영혼과 대화
QUEST_UNUSED_20150317_000195	이름 모를 영혼과 대화한다
QUEST_UNUSED_20150317_000196	길을 가로막는 몬스터 처치
QUEST_UNUSED_20150317_000197	비테레지나를 처치하세요
QUEST_UNUSED_20150317_000198	비테레지나 처치
QUEST_UNUSED_20150317_000199	웨어울프가 나타났습니다
QUEST_UNUSED_20150317_000200	갑자기 나타난 웨어울프 처치
QUEST_UNUSED_20150317_000201	웨어울프 처치
QUEST_UNUSED_20150317_000202	하밍 처치
QUEST_UNUSED_20150317_000203	마법사의 탑을 점령한 마군주 찾기
QUEST_UNUSED_20150317_000204	마법사의 탑을 점령한 마군주 헬가세르클을 찾아보세요.
QUEST_UNUSED_20150317_000205	페디미안의 도구상인 만나기
QUEST_UNUSED_20150317_000206	갑자기 나타난 소드맨 마스터와 대화
QUEST_UNUSED_20150317_000207	어떤 이유인지 당신의 앞에 소드맨 마스터가 나타났습니다. 대화를 나누어 보세요.
QUEST_UNUSED_20150317_000208	히든 퀘스트 발생
QUEST_UNUSED_20150317_000209	숨겨진 퀘스트가 발생하였습니다. 카틴의 밀실에서 밴시를 사냥하세요.
QUEST_UNUSED_20150317_000210	소드맨 마스터의 시험을 무사히 마쳤습니다. 클라페다에 있는 소드맨 마스터를 찾아 가세요.
QUEST_UNUSED_20150317_000211	밴시 처치
QUEST_UNUSED_20150317_000212	갑자기 나타난 위저드 마스터와 대화
QUEST_UNUSED_20150317_000213	어떤 이유인지 당신의 앞에 위저드 마스터가 나타났습니다. 대화를 나누어 보세요.{nl}
QUEST_UNUSED_20150317_000214	위저드 마스터 찾아가기
QUEST_UNUSED_20150317_000215	위저드 마스터의 시험을 무사히 마쳤습니다. 클라페다에 있는 위저드 마스터를 찾아 가세요.
QUEST_UNUSED_20150317_000216	갑자기 나타난 아처 마스터와 대화
QUEST_UNUSED_20150317_000217	어떤 이유인지 당신의 앞에 아처 마스터가 나타났습니다. 대화를 나누어 보세요.
QUEST_UNUSED_20150317_000218	숨겨진 퀘스트가 발생하였습니다. 카틴의 밀실에서 밴시를 사냥하세요
QUEST_UNUSED_20150317_000219	아처 마스터의 시험을 무사히 마쳤습니다. 클라페다에 있는 아처 마스터를 찾아 가세요.
QUEST_UNUSED_20150317_000220	갑자기 나타난 클레릭 마스터와 대화
QUEST_UNUSED_20150317_000221	어떤 이유인지 당신의 앞에 클레릭 마스터가 나타났습니다. 대화를 나누어 보세요.
QUEST_UNUSED_20150317_000222	클레릭 마스터의 시험을 무사히 마쳤습니다. 클라페다에 있는 클레릭 마스터를 찾아 가세요.
QUEST_UNUSED_20150317_000223	문지기 부엉이는 당신을 알아보고 반가워 합니다. 문지기 부엉이와 대화해 보세요.
QUEST_UNUSED_20150317_000224	대성당에서 대리석 조각 구하기
QUEST_UNUSED_20150317_000225	문지기 부엉이의 말로는 부엉이 조각상들은 조각가 테슬라에게 은혜를 갚고 싶어 한다고 합니다. 대성당의 몬스터에게서 대리석 조각을 구하세요.
QUEST_UNUSED_20150317_000226	조각가 테슬라에게 대리석 조각 전달
QUEST_UNUSED_20150317_000227	대리석 조각을 충분히 구한 것 같습니다. 마름포석골에 있는 조각가 테슬라에게 대리석 조각을 가져다 주세요.
QUEST_UNUSED_20150323_000228	쿨레 고개 진입
QUEST_UNUSED_20150323_000229	쿨레 고개로 이동한다
QUEST_UNUSED_20150323_000230	쿨레 고개입구에 흩어져 있는 유골함을 모아온다
QUEST_UNUSED_20150323_000231	대리석 조각을 충분히 구한 것 같습니다. 비에타 계곡에 있는 조각가 테슬라에게 대리석 조각을 가져다 주세요.
QUEST_UNUSED_20150714_000232	그래도 혹시 모르니 이 주변의 몬스터 퇴치를 부탁드리겠습니다.{nl}로도마 제1 유적지의 몬스터가 난폭하게 변했다는 보고도 있었거든요.
QUEST_UNUSED_20150714_000233	어쨌든, 좋습니다. {nl}무명용사의 무덤에서 방황하는 망령이 가지고 있는 영혼의 정수가 필요합니다.{nl}무슨 수를 써도 상관없으니 그들에게 영혼의 정수를 받아 주시지요.
QUEST_UNUSED_20150714_000234	하지만 제가 원하는 것은 순수한 영혼입니다.{nl}가져오신 두 개의 영혼석을 성물함에 넣고 정화했으면 합니다.
QUEST_UNUSED_20150714_000235	조금 전에 찾아 주셨던 금속판.. 아무래도 다음 부분이 남아있는 것 같아요.{nl}제가 찾은 금속판은 그게 전부인데 큰일이네요.{nl}
QUEST_UNUSED_20150714_000236	아, 아직 한 군데 찾지 않은 곳이 있기는 해요. 폴사스 가도요.{nl}그곳에 한 번 가 봐 주실래요?
QUEST_UNUSED_20150714_000237	잘 되어 가시나요?{nl}제 생각이 좀 짧았나봐요.
QUEST_UNUSED_20150714_000238	연구 자료입니다. 크리오맨서 마스터에게 기티스 대신해서 연구 자료를 준다고 말씀하시면 됩니다.
QUEST_UNUSED_20150714_000239	저 우드 고블린들을 통솔하는 거대한 녀석이 있습니다.
QUEST_UNUSED_20150714_000240	이곳 라우키에 저습지에서 자이언트 우드 고블린을 마주치실지도 모르겠군요.{nl}그렇게 된다면 힘드시더라도 꼭 없애 주시기 바랍니다.
QUEST_UNUSED_20150714_000241	덩치에 걸맞게 강력한 녀석입니다. 부디 조심하십시오.
QUEST_UNUSED_20150714_000242	녀석을 상대하시게 된다면 다른 사람들과 함께 하시기를 권합니다.
QUEST_UNUSED_20150714_000243	그 녀석을 쓰러뜨리실 줄이야...{nl}계시자님은 제 생각 이상으로 강력한 분이시로군요. 감탄했습니다.{nl}계시자님과 함께라면 수도원 수복도 손쉬운 일이 아닐까 싶군요.
QUEST_UNUSED_20150714_000244	유인물 배치 중
QUEST_UNUSED_20150714_000245	불 붙이는 중
QUEST_UNUSED_20150714_000246	Notice/영혼의 유골함을 약한 부엉이 조각상에게 전달했습니다
QUEST_UNUSED_20150714_000247	열쇠 설치 중
QUEST_UNUSED_20150714_000248	미끼를 놓는 중
QUEST_UNUSED_20150714_000249	제초제 사용 중
QUEST_UNUSED_20150714_000250	Notice/보급품 상자를 파괴하고 도망간 부베를 추적하세요!#10
QUEST_UNUSED_20150714_000251	Notice/도망간 부베족을 추적하세요!#8
QUEST_UNUSED_20150714_000252	Notice/다음 지역으로 이동하세요#5
QUEST_UNUSED_20150714_000253	Notice/!/길을 막고있는 레푸스를 처치하세요!#8
QUEST_UNUSED_20150714_000254	Notice/길을 막고있는 레푸스를 처치했습니다!#8
QUEST_UNUSED_20150714_000255	태우는 중
QUEST_UNUSED_20150714_000256	보이지 않으면 읽을 수 없어
QUEST_UNUSED_20150714_000257	불발탄 처리(1)
QUEST_UNUSED_20150714_000258	어떻게 처리하는지 대해 묻는다.
QUEST_UNUSED_20150714_000259	알아서 처리하라고 한다.
QUEST_UNUSED_20150714_000260	불발탄 처리(2)
QUEST_UNUSED_20150714_000261	불발탄 처리하겠다고 한다.
QUEST_UNUSED_20150714_000262	마지막 한 마리까지
QUEST_UNUSED_20150714_000263	노력해 보겠다고 한다.
QUEST_UNUSED_20150714_000264	아무래도 그런 녀석은 벅차다며 거절한다.
QUEST_UNUSED_20150714_000265	불발탄 처리
QUEST_UNUSED_20150714_000266	전초구역을 돌아다니가 불발탄을 발견했습니다. 불발탄을 처리할 방법에 대해서 새퍼 마스터에게 물어보세요.
QUEST_UNUSED_20150714_000267	새퍼 마스터가 불발탄 처리 방법에 대해서 설명하려고 합니다. 새퍼 마스터와 대화하세요.
QUEST_UNUSED_20150714_000268	불발탄 해제하기
QUEST_UNUSED_20150714_000269	새퍼 마스터가 알려준대로 폭탄 제거 도구를 사용해서 불발탄을 회수하세요.
QUEST_UNUSED_20150714_000270	회수한 불발탄을 새퍼 마스터에게 전달하세요.
QUEST_UNUSED_20150714_000271	제프리는 아직 신경쓸 것이 남은 것 같습니다. 그와 대화해 보세요.
QUEST_UNUSED_20150714_000272	자이언트 우드 고블린 처치
QUEST_UNUSED_20150714_000273	제프리는 우드 고블린들을 통솔하는 자이언트 우드 고블린을 처치해 줄 것을 부탁했습니다.
QUEST_UNUSED_20150714_000274	자이언트 우드 고블린을 처치하는 데에 성공했습니다. 제프리에게 그 사실을 알려 주세요.
