QUEST_LV_0500_20200129_000033	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat the Grey Wolf at the Outskirts of Skalda.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}스칼다 외곽에서 그레이 울프 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000034	Defeat the Bloguz Goblin Archer	블로거즈 고블린 궁수 처치
QUEST_LV_0500_20200129_000035	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat the Bloguz Goblin Aarcher at the Outskirts of Skalda.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}스칼다 외곽에서 블로거즈 고블린 궁수 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000036	Defeat the Grey Wolf Chief	그레이 울프 치프 처치
QUEST_LV_0500_20200129_000037	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat the Grey Wolf Chief at the Outskirts of Skalda.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}스칼다 외곽에서 그레이 울프 치프 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000038	Defeat the Orc Spearman	오크 살수병 처치
QUEST_LV_0500_20200129_000039	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat the Orc Spearman at the Rinksmas Ruins.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}링크스마스 폐허에서 오크 살수병 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000040	Defeat the Orc Shaman	오크 주술사 처치
QUEST_LV_0500_20200129_000041	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat the Orc Shaman at the Rinksmas Ruins.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}링크스마스 폐허에서 오크 주술사 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000042	Defeat the Orc Peltast	오크 방패병 처치
QUEST_LV_0500_20200129_000043	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat the Orc Peltast at the Rinksmas Ruins.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}링크스마스 폐허에서 오크 방패병 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000044	Defeat the Orc Leader	오크 리더 처치
QUEST_LV_0500_20200129_000045	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat the Orc Leader at the Rinksmas Ruins.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}링크스마스 폐허에서 오크 리더 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000046	Defeat the monsters at Rinksmas Ruins	링크스마스 폐허의 몬스터 처치
QUEST_LV_0500_20200129_000047	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat monsters at the Rinksmas Ruins.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}링크스마스 폐허에서 충분한 수의 몬스터 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000048	Defeat the Orc Cannoneer	오크 캐논병 처치
QUEST_LV_0500_20200129_000049	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat the Orc Cannoneer at the Road of Demise.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}종언의 길에서 오크 캐논병 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000050	Defeat the Orc Flagbearer	오크 깃발병 처치
QUEST_LV_0500_20200129_000051	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat the Orc Flagbearer at the Road of Demise.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}종언의 길에서 오크 깃발병 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000052	Defeat the Orc Captain	오크 대장 처치
QUEST_LV_0500_20200129_000053	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat the Orc Captain at the Road of Demise.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}종언의 길에서 오크 대장 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000054	Defeat Monsters at the Road of Demise	종언의 길의 몬스터 처치
QUEST_LV_0500_20200129_000055	On the request of Receptionist Ramda of the Mercenary Post{nl}Defeat the monsters at the Road of Demise.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}종언의 길에서 충분한 수의 몬스터 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000056	On the request of Receptionist Ramda of the Mercenary Post defeat the Nuka Warrior and Nuo Assassin in Tvirtumas Fortress.	클라페다 의뢰소의 접수원 람다의 의뢰로 트비르투마스 요새에서 누카 전사, 누오 암살자 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000057	On the request of Receptionist Ramda of the Mercenary Post defeat the Akhlass Petal Warrior in Tvirtumas Fortress.	클라페다 의뢰소의 접수원 람다의 의뢰로 트비르투마스 요새에서 아클라스 페탈 전사 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000058	On the request of Receptionist Ramda of the Mercenary Post defeat the Living Armor in Tvirtumas Fortress.	클라페다 의뢰소의 접수원 람다의 의뢰로 트비르투마스 요새에서 리빙 아머 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000059	On the request of Receptionist Ramda of the Mercenary Post defeat the Ilgaranka in Tvirtumas Fortress.	클라페다 의뢰소의 접수원 람다의 의뢰로 트비르투마스 요새에서 일가란카 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000060	On the request of Receptionist Ramda of the Mercenary Post defeat the Bloguz Goblin Rider and Necko at the Outskirts of Skalda.	클라페다 의뢰소의 접수원 람다의 의뢰로 스칼다 외곽에서 블로거즈 고블린 라이더, 넥코 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000061	On the request of Receptionist Ramda of the Mercenary Post defeat the Grey Wolf at the Outskirts of Skalda.	클라페다 의뢰소의 접수원 람다의 의뢰로 스칼다 외곽에서 그레이 울프 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000062	On the request of Receptionist Ramda of the Mercenary Post defeat the Bloguz Goblin Archer at the Outskirts of Skalda.	클라페다 의뢰소의 접수원 람다의 의뢰로 스칼다 외곽에서 블로거즈 고블린 궁수 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000063	On the request of Receptionist Ramda of the Mercenary Post defeat the Grey Wolf Chief at the Outskirts of Skalda.	클라페다 의뢰소의 접수원 람다의 의뢰로 스칼다 외곽에서 그레이 울프 치프 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000064	On the request of Receptionist Ramda of the Mercenary Post defeat the Orc Spearman at the Rinksmas Ruins.	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 살수병 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000065	On the request of Receptionist Ramda of the Mercenary Post defeat the Orc Shaman at the Rinksmas Ruins.	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 주술사 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000066	On the request of Receptionist Ramda of the Mercenary Post defeat the Orc Peltast at the Rinksmas Ruins.	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 방패병 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000067	On the request of Receptionist Ramda of the Mercenary Post defeat the Orc Leader at the Rinksmas Ruins.	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 리더 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000068	On the request of Receptionist Ramda of the Mercenary Post defeat monsters at the Rinksmas Ruins.	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 충분한 수의 몬스터 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000069	On the request of Receptionist Ramda of the Mercenary Post defeat the Orc Cannoneer at the Road of Demise.	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 오크 캐논병 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000070	On the request of Receptionist Ramda of the Mercenary Post defeat the Orc Flagbearer at the Road of Demise.	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 오크 깃발병 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000071	On the request of Receptionist Ramda of the Mercenary Post defeat the Orc Captain at the Road of Demise.	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 오크 대장 처치를 수행해야 합니다.
QUEST_LV_0500_20200129_000072	On the request of Receptionist Ramda of the Mercenary Post defeat the monsters at the Road of Demise.	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 충분한 수의 몬스터 처치를 수행해야 합니다.
QUEST_LV_0500_20200320_000073	Wait, could it be...are you the Revelator?	잠시만요, 혹시 계시자인가요?
QUEST_LV_0500_20200320_000074	We are in grave danger.{nl}Ever since Medzio Diena, the dimension started collapsing from time to time.	큰일입니다.{nl}신수의 날 이후로 종종 차원이 붕괴하는 현상이 나타나고 있어요.{nl}
QUEST_LV_0500_20200320_000075	The monsters nearby accelerate the collapse.{nl}This will spread to the whole continent if not prevented beforehand.{nl} I need the help of the Revelator as it is a matter beyond my power.{nl} Please, lend me a hand.	더군다나 근처의 몬스터들이 붕괴를 가속하고 있죠.{nl}막지 않으면 차원 붕괴가 대륙 전역으로 번질 거예요.{nl}저 혼자서는 벅찬일이라 계시자들에게 도움을 구하고 있습니다.{nl}이렇게 부탁드립니다.
QUEST_LV_0500_20200320_000076	Be careful not to get swept into the dimensional collapse.{nl} It would be wise to approach when you're fully prepared.  	차원 붕괴에 휘말려 아까운 목숨을 잃지 않도록 주의하세요.{nl}준비가 충분하지 않으면 가까이 가지 않는 게 좋습니다.
QUEST_LV_0500_20200320_000077	Prevent the dimension from collapsing	차원 붕괴 저지
QUEST_LV_0500_20200320_000078	That's correct.	계시자가 맞다고 한다.
QUEST_LV_0500_20200320_000079	Not really.	계시자가 아니라고 한다.
QUEST_LV_0500_20200320_000080	Talk to the Sage Envoy.	세이지 파견원과 대화하기.
QUEST_LV_0500_20200320_000081	The Sage Envoy at the Fallen City is providing Revelators something. Talk to the Sage Envoy.	폐도에 위치한 세이지 파견원이 계시자들에게 무언가를 지급하고 있습니다. 세이지 파견원과 대화하세요.
