SKILL_20150317_000001	Attack
SKILL_20150317_000033	[Hamming] physical, blow, brain attributes, blow attack returns while jumping one stroke
SKILL_20150317_000034	[Tripeli] physical, Cherigi, brain attributes, per short body and waiting
SKILL_20150317_000035	The downhill Tree Feliciano] physical, Cherigi, brain attributes, from top to bottom
SKILL_20150317_000036	[Tripeli] physical, Cherigi, brain attributes, per body and waiting
SKILL_20150317_000037	[Dark Slime] - physical, hitting, cancer properties, one butt attack
SKILL_20150317_000038	[Dark Slime] - physical, hitting, cancer properties, one attack
SKILL_20150317_000039	[Kepa] - physical, hitting, German property, the front fan
SKILL_20150317_000040	[Addicted Kepa] - normal attack, the front fan
SKILL_20150317_000041	[Old Kepa] - physical, strikes, land property, once the smoke attack ppumgi
SKILL_20150317_000042	[Thornball] physical, sting, poison front property sector body punches
SKILL_20150317_000043	[Matsum] physical, hitting, hwasokseong, front fan
SKILL_20150317_000044	[Sakmoli]- Magic blow number of properties. One normal attack
SKILL_20150317_000045	[Sakmoli] - Magic blow number of properties, one normal attack
SKILL_20150317_000046	[Yukopus] - physical, strikes, land property, one stroke ahead trunk butt
SKILL_20150317_000047	[Yukopus] - physical, strikes, land property, one stroke ahead jump to the body butt
SKILL_20150317_000048	[Red Bushspider] jump to take off
SKILL_20150317_000049	[Red Bushspider] normal attack, the front fan
SKILL_20150317_000050	[Baby Dionia] - normal attack, the front fan
SKILL_20150317_000051	[Mini Griba, Green Griba] - physical, strikes, dock property, one circle punch
SKILL_20150317_000052	[Mini Griba, Green Griba] - physical, strikes, dock property, 2 one-two punch
SKILL_20150317_000053	[Mini Griba, Green Griba] - physical, strikes, dock property, with one stroke both hands
SKILL_20150317_000054	[Big Blue Griba] - physical, strikes, one can attribute attack
SKILL_20150317_000055	[Big Blue Griba] - Magic, Magic, one can attribute attack
SKILL_20150317_000056	[Old Kepa] - normal attack, the front fan
SKILL_20150317_000057	[Tree Ghost] blow with one hand
SKILL_20150317_000058	[Tree Ghost] applause blow with both hands
SKILL_20150317_000059	[Tree Ghost] and downhill the floor
SKILL_20150317_000060	[Cockatrice] Magic, magic, fire attribute, attack sprayed it three times Tues.
SKILL_20150317_000061	[Zinute] hwasokseong one physical attack Sting
SKILL_20150317_000062	[Zinute] Slash hwasokseong one physical attack
SKILL_20150317_000063	[Tontulia] physical damage on the electrical properties per attack
SKILL_20150317_000064	[Tontsuria] physical check processor electrical characteristics to twice attack
SKILL_20150317_000065	[Tontus] physical check processor, twice attack to poison attribute
SKILL_20150317_000066	[Tontus] physical sting venom properties per attack
SKILL_20150317_000067	[Tontus] physical check processor, poison attribute a single attack
SKILL_20150317_000068	[Vekarabe] - physical, sting, venom properties, one forward lunge attack
SKILL_20150317_000069	[Vekarabe] - physical, sting, venom properties, once put forward lunge attack
SKILL_20150317_000070	[Geppetto] physical damage on land property twice attacked
SKILL_20150317_000071	[Geppetto] physical damage on land property per attack
SKILL_20150317_000072	[Zepetto] physical check processor, earth attribute a single attack
SKILL_20150317_000073	[Boowook] physical, strikes, land property per attack
SKILL_20150317_000074	[Boowook] physical, hitting, hitting the ground Properties hair down once attacked
SKILL_20150317_000075	[Desmodus] hit by physical, sting, tail cancer properties
SKILL_20150317_000076	[Desmodus] physical, stab, blow body from cancer properties
SKILL_20150317_000077	[Pino] physical damage, earth attribute a single attack
SKILL_20150317_000078	[Cauliflower] - physical, sting, venom properties, one stroke down strike by tentacles
SKILL_20150317_000079	[Cauliflower] - physical, sting, venom properties, one to the other tentacles Gouge
SKILL_20150317_000080	[Cauliflower] - physical, sting, venom properties, strike down the floor
SKILL_20150317_000081	[Beetle] physical, stinging, earth attribute, once the attack
SKILL_20150317_000082	[Beetle] Normal attack 2
SKILL_20150317_000083	[Vikaras Mage] Magic, Magic, hwasokseong, 1st offense
SKILL_20150317_000084	[Vikaras Mage] physical, Slash, hwasokseong, 1st offense
SKILL_20150317_000085	[Vikaras] physical, Slash, hwasokseong, 1st offense
SKILL_20150317_000086	[Vikaras] physical, Slash, hwasokseong, one floor down strike
SKILL_20150317_000087	[Mutate Chinency] normal attack, the forward missile
SKILL_20150317_000088	[Zinute] with one hand strike
SKILL_20150317_000089	[Zinute] beat clapping with both hands
SKILL_20150317_000090	[Zinute] strike down the floor
SKILL_20150317_000091	[Lauzinute] physical, Sting, hwasokseong 1st offense
SKILL_20150317_000092	[Lauzinute] physical, Sting, hwasokseong rotation attack
SKILL_20150317_000093	[Dandel] physical butt brain attribute a single attack
SKILL_20150317_000094	[Rusrat] - physical, Slash, property twice brain attack
SKILL_20150317_000095	[Rusrat] - physical, Slash, brain attributes per attack
SKILL_20150317_000096	[Medakia] - physical, Slash, cancer properties per attack
SKILL_20150317_000097	[Medakia] - Magic, Magic, cancer properties per attack
SKILL_20150317_000098	[Medakia]] strike down the floor
SKILL_20150317_000099	[Wheelen] beat clapping with both hands
SKILL_20150317_000100	[Mauros] - physical, hitting, cancer properties per attack
SKILL_20150317_000101	[Mauros] - physical, hitting, beating off one attack cancer properties
SKILL_20150317_000102	[Sauga] a physical blow land attribute a single attack
SKILL_20150317_000103	[Sauga] downhill physical, blow, the floor of the earth attribute
SKILL_20150317_000104	Pumpkin Normal Attack.
SKILL_20150317_000105	Attack 2
SKILL_20150317_000106	Pumpkin Normal Attack 2.
SKILL_20150317_000107	[Thaurman Priest] Normal Attack.
SKILL_20150317_000108	Skill
SKILL_20150317_000109	[Thaurman Priest] Skills.
SKILL_20150317_000110	Thaurman Priest Normal Attack.
SKILL_20150317_000111	Thaurman Priest Normal Attack 2.
SKILL_20150317_000112	Ghost Boy Normal Attack.
SKILL_20150317_000113	Ghost Boy Skills.
SKILL_20150317_000114	Mr. Ghost Normal Attack.
SKILL_20150317_000115	Mr. Ghost Skills.
SKILL_20150317_000116	Gobble Elite Normal Attack.
SKILL_20150317_000117	Gobble Elite Normal Attack 2.
SKILL_20150317_000118	Screw Zombie Normal Attack.
SKILL_20150317_000119	Screw Zombie Normal Attack 2.
SKILL_20150317_000120	Berserker Zombie Normal Attack.
SKILL_20150317_000121	Candle Zombie Normal Attack.
SKILL_20150317_000122	Zombie Archer Normal Attack.
SKILL_20150317_000123	[High Vubbe] physical, and sword, water attribute, once Normal attack
SKILL_20150317_000124	[High Vubbe Archer] long distance refers, water attribute, once Normal attack
SKILL_20150317_000125	Ghost Girl Normal Attack.
SKILL_20150317_000126	Ghost Girl Skills.
SKILL_20150317_000127	Ms. Ghost Normal Attack.
SKILL_20150317_000128	Ms. Ghost Skills.
SKILL_20150317_000129	Mirtis Eyeball Normal Attack.
SKILL_20150317_000130	Mirtis Eyeball Normal Attack 2.
SKILL_20150317_000131	Female Specter Elite Normal Attack.
SKILL_20150317_000132	Female Specter Elite Normal Attack 2.
SKILL_20150317_000133	[Chinency] physical, blow, earth attribute, one stroke ahead-back blow
SKILL_20150317_000134	[Popolion] physical, blow, land attributes, and downhill in one stroke ahead head
SKILL_20150317_000135	[Popolion] physical, blow, earth attribute, skip one stroke ahead waves
SKILL_20150317_000136	[Range Chinency] Normal attack, forward missile
SKILL_20150317_000137	[Range Chinency] skill 1, forward missile, knock back induction
SKILL_20150317_000138	[Chupacabra] physical, blow, earth attribute, one stroke ahead head crash
SKILL_20150317_000139	[Chupacabra] physical, blow, land attributes, downhill with both feet and one stroke jump forward
SKILL_20150317_000140	[Chupacabra] Chupa Normal attack 3
SKILL_20150317_000141	[Chupacabra] Chupa Normal attack 4
SKILL_20150317_000142	Female Spector Normal Attack.
SKILL_20150317_000143	Woodspirit Normal Attack.
SKILL_20150317_000144	Woodspirit Normal Attack 2.
SKILL_20150317_000145	Guard Normal Attack.
SKILL_20150317_000146	Guard Normal Attack 2.
SKILL_20150317_000147	Large explosion
SKILL_20150317_000148	Large explosion (Defence)
SKILL_20150317_000149	One-way turret Normal attack.
SKILL_20150317_000150	[Ridimed] physical, blow, poison attribute, once the attack
SKILL_20150317_000151	Goblin Fighter Attack.
SKILL_20150317_000152	Stranglethorn Normal Attack.
SKILL_20150317_000153	[Combat Soldiers] combatants of attack
SKILL_20150317_000154	[Combat Soldiers] combatants attack 2
SKILL_20150317_000155	Zombie Archer Skill.
SKILL_20150317_000156	Wheelchair Zombie Normal Attack.
SKILL_20150317_000157	Wheelchair Zombie Skills.
SKILL_20150317_000158	Wall of Flames
SKILL_20150317_000159	By creating a wall of flames, you can inflict damage to enemies.
SKILL_20150317_000160	Land mine Explosion
SKILL_20150317_000161	Explosion of an explosive land mine.
SKILL_20150317_000162	Deadly poison explosion
SKILL_20150317_000163	Explosion of toxic mine.
SKILL_20150317_000164	Kuremoa explosion
SKILL_20150317_000165	Kuremoa explosion.
SKILL_20150317_000166	Jump attack
SKILL_20150317_000167	Life Stream
SKILL_20150317_000168	Flow Hill of life.
SKILL_20150317_000169	Glacier wedge
SKILL_20150317_000170	After the glacier wedge 2 pound.
SKILL_20150317_000171	Seed explosion
SKILL_20150317_000172	Seed explosion.
SKILL_20150317_000173	Saruburu explosion
SKILL_20150317_000174	Saruburu explosion.
SKILL_20150317_000175	Snowstorm
SKILL_20150317_000176	Oily swipe
SKILL_20150317_000177	Normal attack
SKILL_20150317_000178	Down blow
SKILL_20150317_000179	You displacement and inflict damage to the front of the enemy and hit it down vertically.
SKILL_20150317_000180	Missile attack
SKILL_20150317_000181	AOS turret of attack
SKILL_20150317_000182	[Woodman] attack
SKILL_20150317_000183	Salamander of attack
SKILL_20150317_000184	[Vubbe miners] physical, tung, earth attribute, wielding one stroke ahead mandrel
SKILL_20150317_000185	Hall stone statue attack
SKILL_20150317_000186	Hall stone statue skills
SKILL_20150317_000187	Company-made attack 1
SKILL_20150317_000188	Company made skills 1
SKILL_20150317_000189	[Green Apparition] Magic, Magic, brain attributes, once the attack
SKILL_20150317_000190	Stone statue of attack 1
SKILL_20150317_000191	[Vubbe predator] physical, and sword, the land attributes, twirl in one stroke ahead of the window
SKILL_20150317_000192	[Vubbe predator] physical, stinging, earth attribute Aries skills
SKILL_20150317_000193	[Company Ullman Spearman] Normal attack.
SKILL_20150317_000194	[Company Ullman Spearman] Normal attack 2.
SKILL_20150317_000195	[Vubbe shooter] long distance refers, earth attribute, one stroke ahead arrow attack
SKILL_20150317_000196	[Four Nick] physical, blow, earth attribute, corner-up shots on the front under one stroke
SKILL_20150317_000197	[Nudoku Kochi] magic, magic, poison attribute attack sow one stroke ahead poison
SKILL_20150317_000198	[Nudoku Kochi] long distance, magic, poison attribute, one stroke ahead distance poison Force attack
SKILL_20150317_000199	[Company Ullman Axe] Normal attack.
SKILL_20150317_000200	[Company Ullman Axe] Normal attack 2.
SKILL_20150317_000201	Heal
SKILL_20150317_000202	Monster Hill
SKILL_20150317_000203	Vubbe miners attack
SKILL_20150317_000204	[The Four Nick became wildly] Normal attack.
SKILL_20150317_000205	Guards Normal attack.
SKILL_20150317_000206	Guards Normal attack 2.
SKILL_20150317_000207	Guards Normal attack 3.
SKILL_20150317_000208	[Candle Spider] physical, blow, darkness attribute, one stroke ahead leg one of the attack
SKILL_20150317_000209	[Candle Spider] physical, blow, darkness attribute, one stroke ahead Mom Tom crash
SKILL_20150317_000210	[Candle Spider] physical, blow, darkness attribute, and downhill with both feet and one stroke jump forward
SKILL_20150317_000211	[Winged Frog] physical, blow, poison attribute, once the attack
SKILL_20150317_000212	[Winged Frog] physical, blow, poison attribute, the 2 Kaidoku and sprinkle attack
SKILL_20150317_000213	[Winged Frog] physical, blow, darkness attribute, one turning round pick knock back attack
SKILL_20150317_000214	[Black Leaf Bug] physical, blow, darkness attribute, per one stroke ahead body
SKILL_20150317_000215	[Black Leaf Bug] physical, blow, darkness attribute, chewing and stick one stroke
SKILL_20150317_000216	[Black Leaf Bug] physical, blow, darkness attribute, one stroke ahead jump attack
SKILL_20150317_000217	[Cemetery Golem] physical, blow, earth attribute a single attack
SKILL_20150317_000218	[Drake] physical, and sword, fire attribute, once the attack
SKILL_20150317_000219	[Drake] Magic, magic, fire attribute, once the flame jet bet attack
SKILL_20150317_000220	[Big Cockatrice] physical, stinging, fire attribute, twice attack
SKILL_20150317_000221	[Big Cockatrice] Magic refers, fire attribute, once flew crash attack
SKILL_20150317_000222	[Big Cockatrice]
SKILL_20150317_000223	[Panto Shaman] physical general strike
SKILL_20150317_000224	[Panto Shaman] Magic brain attribute damage
SKILL_20150317_000225	[Panto Shaman] Magic brain of property Magic
SKILL_20150317_000226	[Panto Wizard physical general strike
SKILL_20150317_000227	[Panto Wizard Magic brain attribute damage
SKILL_20150317_000228	[Panto Wizard Magic brain of property Magic
SKILL_20150317_000229	[Moya] physical, blow, brain attribute a single attack
SKILL_20150317_000230	[Moyabuy] physical, blow, brain attribute a single attack
SKILL_20150317_000231	[Fool] physical, blow, earth attribute a single attack
SKILL_20150317_000232	I cut [Tanu] physical poison attribute
SKILL_20150317_000233	[Zignuts] physical poison attribute damage
SKILL_20150317_000234	[Zignuts] physical general sword
SKILL_20150317_000235	[Moglan] physical, stinging, brain attribute a single attack
SKILL_20150317_000236	[Moglan] physical, stinging, twice attack on property rotation of the brain
SKILL_20150317_000237	[Denden] physical, Cherigi, darkness attribute a single attack
SKILL_20150317_000238	[Denden] long distance, magic, darkness attribute once shelling
SKILL_20150317_000239	[Doyor] physical, blow, poison attribute a single attack
SKILL_20150317_000240	[Doyor] Magic Reflect Shield Magic
SKILL_20150317_000241	[Tipio] physical general strike
SKILL_20150317_000242	[Tipio] Magic poison magical
SKILL_20150317_000243	[Rondo] physical, stinging, earth attribute a single attack
SKILL_20150317_000244	[Long-sleeved tree] physical, blow, land attributes, once the attack
SKILL_20150317_000245	[Terra Nymph] physical, blow, darkness attribute a single attack
SKILL_20150317_000246	[Venucelos] physical, blow, land attributes, once the attack
SKILL_20150317_000247	[Venucelos] physical, blow, earth attribute, three times attack
SKILL_20150317_000248	[Cemetery Golem] physical, blow, no attributes, once the attack
SKILL_20150317_000249	[Cemetery Golem] physical, blow, no attributes, once downhill attack
SKILL_20150317_000250	[Cemetery Golem] physical, blow, no attributes, attack around the monster
SKILL_20150317_000251	[Wheelen] physical, stinging, brain attribute once per attack
SKILL_20150317_000252	[Wheelen] physical, stabbing, brain and property while rotating twice attack of
SKILL_20150317_000253	[Wheelen] physical, stinging, brain attribute one strong stab attack
SKILL_20150317_000254	[Roktor] physical, blow, no attribute, per one stroke ahead body
SKILL_20150317_000255	[Car] physical, and sword, poison attribute, twice attack
SKILL_20150317_000256	[Vubbe Fighter] once, physical, blow, earth attribute
SKILL_20150317_000257	[Red Cephas] once physical, Cherigi, fire attribute
SKILL_20150317_000258	[Tree Ambulo] physical, blow, land attributes, once the attack
SKILL_20150317_000259	[Tree Ambulo] physical, blow, land attributes, once the attack
SKILL_20150317_000260	[Spion] physical, blow, poison attribute, twice attack
SKILL_20150317_000261	[Bat] physical, blow, darkness attribute, at the same time blow to one stroke ahead wings
SKILL_20150317_000262	[Shredded] Magic, magic, darkness attribute, then you can skip one stroke ahead of the darkness attribute Force
SKILL_20150317_000263	[Ecu bytes] physical, blow, water attribute, and downhill in one stroke ahead head
SKILL_20150317_000264	[Shardstatue] physical, stinging, brain attributes, once wing blow
SKILL_20150317_000265	[Saio] physical, blow, brain attributes, once the attack
SKILL_20150317_000266	[Tsurikaki] physical, Cherigi, darkness attribute, once the attack
SKILL_20150317_000267	[Ammon] physical, and sword, earth attribute a single attack
SKILL_20150317_000268	[Ofera] physical, stinging, poison attribute, one stroke poison butt attack
SKILL_20150317_000269	[Chaferer] physical, stinging, poison attribute, one stroke ahead thrust
SKILL_20150317_000270	[Ravine Lerva] long distance, magic, poison attribute, once the attack
SKILL_20150317_000271	[Vespa] physical, blow, darkness attribute, fish once
SKILL_20150317_000272	[Crow] physical, and sword, darkness attribute, once the attack
SKILL_20150317_000273	[Echard] physical, Cherigi, earth attribute, once the attack
SKILL_20150317_000274	[Shtayim] physical, Cherigi, earth attribute, once the attack
SKILL_20150317_000275	[Tomb sinker] physical, stinging, darkness attribute, once the attack
SKILL_20150317_000276	[Weaver] physical, Cherigi, earth attribute, one stroke ahead smoke Maki
SKILL_20150317_000277	[Hollow Venter] magic, magic, darkness attribute, once the attack
SKILL_20150317_000278	[Infro Rocktor] physical, strikes, land property, one hand strike
SKILL_20150317_000279	[Meleech] physical, and sword, poison attribute, once the attack
SKILL_20150317_000280	[Infro Burk] physical, blow, fire attribute, once the attack
SKILL_20150317_000281	[Zolem] physical, blow, land attributes, once the attack
SKILL_20150317_000282	[Kepareda] physical, blow, darkness attribute, once the attack
SKILL_20150317_000283	[Mashukapon] physical, Cherigi, darkness attribute, one stroke front barrel attack
SKILL_20150317_000284	[Woodman] physical, and sword, darkness attribute, once the attack
SKILL_20150317_000285	[Wood Goblin] physical, blow, brain attributes, once the attack
SKILL_20150317_000286	[Stone Orca] physical, blow it up blow, water attribute, forward tail one stroke
SKILL_20150317_000287	[Stone Orca] Magic, block upward buff, Magic
SKILL_20150317_000288	[Drape] physical, stinging, poison attribute a single attack
SKILL_20150317_000289	[Infro Holder] physical, blow, fire attribute, once of attack
SKILL_20150317_000290	[Lepus Bunny] physical, and sword, water attribute, once the attack
SKILL_20150317_000291	[Amorites] physical, blow, fire attribute a single attack
SKILL_20150317_000292	[Hound] physical, stinging, darkness attribute a single attack
SKILL_20150317_000293	[Stoulet] physical, blow, darkness attribute a single attack
SKILL_20150317_000294	[Prison projection] physical, and sword, darkness attribute a single attack
SKILL_20150317_000295	[Car] physical, and sword, poison attribute, once the attack
SKILL_20150317_000296	[Entry] physical, blow, darkness attribute, downhill forward fuselage one stroke
SKILL_20150317_000297	[Vubbe chaser] physical, stinging, darkness attribute, twice thrust attack
SKILL_20150317_000298	[Red rice De~yuja] magic, magic, fire attribute, once the attack
SKILL_20150317_000299	[Helgasercle, body] magic darkness magical
SKILL_20150317_000300	[Puribo] physical, blow, poison attribute a single attack
SKILL_20150317_000301	[Erurumu] physical, blow, brain attributes, 1 Kaikemuri Pumugi attack
SKILL_20150317_000302	[Erurumu] physical, blow, brain attributes, once downhill attack
SKILL_20150317_000303	[Hogma warrior] physical sword fire attribute a single attack
SKILL_20150317_000304	[Hogma shooter] long distance stab wounds electrical characteristics once the attack
SKILL_20150317_000305	[Hogma Sorcerer] magic, magic, fire attribute a single attack
SKILL_20150317_000306	[Merlog Sherman] Magic, Magic, water attribute, one stroke ahead distance Force skip attack
SKILL_20150317_000307	[Merlog bites nurses] long distance refers, poison attribute, one stroke ahead stinger launch
SKILL_20150317_000308	[Hogma Sorcere] magic, magic, fire attribute of firewall attack
SKILL_20150317_000309	[Merogu Sherman] Magic, Cherigi, Choi processor water attribute, in one stroke ahead of the cane
SKILL_20150317_000310	[Hogma warrior] physical damage fire attribute shield knock back attack
SKILL_20150317_000311	[Hogma warrior] buff, increase magic fire attribute block probability
SKILL_20150317_000312	[Merlog bites nurses] long distance refers, poison attribute, three strokes jump up front stinger launch
SKILL_20150317_000313	[Hogma Commander] physical sword darkness attribute a single attack
SKILL_20150317_000314	[Hogma Commander] physical thrust darkness attribute a single attack
SKILL_20150317_000315	[Hogma Commander] monster summoning
SKILL_20150317_000316	[Lizardman] physical, blow, brain attributes, once the attack
SKILL_20150317_000317	[Chuparuka] physical, Cherigi, darkness attribute a single attack
SKILL_20150317_000318	[Eroen] physical, stinging, brain attributes, once the attack
SKILL_20150317_000319	[Erogua] physical, stinging, brain attribute a single attack
SKILL_20150317_000320	[Erogua] long distance, magic, brain attribute once shelling
SKILL_20150317_000321	[Wendigo] physical sword fire attribute a single attack
SKILL_20150317_000322	[Lizardman] physical, blow, brain attributes, once to come running crash attack
SKILL_20150317_000323	[Kepari] Magic, magic, fire attribute a single attack flame debuff
SKILL_20150317_000324	[Kodomor] physical, blow, poison attribute a single attack
SKILL_20150317_000325	[Scared] physical, blow, earth attribute a single attack
SKILL_20150317_000326	[Grohl] physical, stinging, poison attribute, one stroke ahead Dokukemuri Maki
SKILL_20150317_000327	[Grohl] physical, stinging, poison attribute, one stroke ahead of the corner preventing attack
SKILL_20150317_000328	[Chupacabra] physical, blow, darkness attribute, once the attack
SKILL_20150317_000329	[Tama] physical, blow, earth attribute a single attack
SKILL_20150317_000330	[Medaikia] Magic, and sword, darkness attribute a single attack
SKILL_20150317_000331	[Les Mur] physical, and sword, water attribute a single attack
SKILL_20150317_000332	[Hogma Soldier] physical sword electrical characteristics once the attack
SKILL_20150317_000333	[Hogma keeper] physical damage water attribute a single attack
SKILL_20150317_000334	[Mondan tree] physical, blow, earth attribute once one hand attack
SKILL_20150317_000335	[Mondan tree] Magic, Magic, Hill carpet
SKILL_20150317_000336	[Mondan tree] physical, blow, earth attribute 3 kaido attack
SKILL_20150317_000337	[Old Hook] physical, and sword, the land attributes, once the attack
SKILL_20150317_000338	[Old Hook] physical, and sword, the land attributes, once downhill attack
SKILL_20150317_000339	[Old Hook] physical, and sword, the land attributes, once-back hit attack
SKILL_20150317_000340	[Bob] physical, blow, poison attribute, once the attack
SKILL_20150317_000341	[Phyracon] magic, magic, fire attribute, flame shelling three times attack
SKILL_20150317_000342	[Phyracon] physical, blow, fire attribute, once the attack
SKILL_20150317_000343	[Phyracon] magic, magic, fire attribute, fire blowing bet to twice attack
SKILL_20150317_000344	[Red Old Hook] physical, and sword, fire attribute, once-back hit attack
SKILL_20150317_000345	[Red Old Hook] physical, and sword, fire attribute, once downhill attack
SKILL_20150317_000346	[Alma] physical, stinging, fire attribute, once the attack
SKILL_20150317_000347	[Alma] physical, stinging, fire attribute, and lunges while twice attack
SKILL_20150317_000348	[Flask] physical, blow, fire attribute, once the attack
SKILL_20150317_000349	[Black Shaman Doll] physical, stinging, darkness attribute, once the attack
SKILL_20150317_000350	[Dimmer] physical, Cherigi, fire attribute, once the attack
SKILL_20150317_000351	[Dimmer] physical, Cherigi, fire attribute, twice attack
SKILL_20150317_000352	[Wizard Shaman Doll] physical, blow, darkness attribute, once the attack
SKILL_20150317_000353	[Wizard Shaman Doll] physical, blow, darkness attribute, while rotating three times attack
SKILL_20150317_000354	[Three choirs flames] magic, magic, fire attribute, once the attack
SKILL_20150317_000355	[Raflower] physical, stinging, poison attribute, blow it to strike at one stroke ahead tentacle
SKILL_20150317_000356	[Raflower] physical, stinging, poison attribute, and downhill in one stroke ahead tentacle
SKILL_20150317_000357	The skip [Vubbe Wizard magic, magic, fire attribute, one stroke ahead energy bolt
SKILL_20150317_000358	[Vubbe Wizard magic, magic, fire attribute, Reflect Shield buff
SKILL_20150317_000359	[Vubbe Flame Wizard magic, magic, fire attribute, long distance fireball attack
SKILL_20150317_000360	[Vubbe Flame Wizard magic, magic, fire attribute, fire pillar attack
SKILL_20150317_000361	[Vubbe ice Wizard Magic, Magic, water attributes, long-distance ice bolt attack
SKILL_20150317_000362	[Vubbe ice Wizard Magic, Magic, water attribute, re freezer wave of attack
SKILL_20150317_000363	[Vubbe Sherman] magic, magic, darkness attribute, Hiruka pet skills
SKILL_20150317_000364	[Vubbe Sherman] magic, magic, darkness attribute, carpet skills
SKILL_20150317_000365	[Shredded] Magic, magic, darkness attributes, attack by teleport to the location of one stroke ahead pc
SKILL_20150317_000366	[Leaf Nut] physical, blow, poison attribute a single attack
SKILL_20150317_000367	[Panto] physical, blow, earth attribute, twice attack
SKILL_20150317_000368	[Panto] physical, blow, land attributes, six consecutive attacks
SKILL_20150317_000369	[Panto] magic, movement speed buff, magic,
SKILL_20150317_000370	[Panto warrior] physical, and sword, the land attributes, once the attack
SKILL_20150317_000371	[Arutanun] physical sting poison attribute a single attack
SKILL_20150317_000372	[Arutanun] Magic poison magical
SKILL_20150317_000373	[Rubabos] physical, blow, water attribute a single attack
SKILL_20150317_000374	[Rubabos] Magic, Magic, water attribute a single attack
SKILL_20150317_000375	[Elite slime] physical, blow, land attributes, once the attack
SKILL_20150317_000376	[Bushspider] physical, blow, no attributes, once the attack
SKILL_20150317_000377	[Four Nick] physical, blow, land attributes, and downhill in one stroke ahead head
SKILL_20150317_000378	[Mali] once physical, blow, poison attribute
SKILL_20150317_000379	The [Maladu] physical, blow, earth attribute a single attack
SKILL_20150317_000380	The [Maladu] physical, blow, earth attribute Phil Windu
SKILL_20150317_000381	[Groomer] physical, blow, poison attribute, once the attack
SKILL_20150317_000382	[Hummingbird] physical, stinging, poison attribute a single attack
SKILL_20150317_000383	[Reffly] physical, tung, brain attributes, once the attack
SKILL_20150317_000384	[Desert Chupacabra] buff, Magic, Hyde stamina recovery
SKILL_20150317_000385	[Desert Chupacabra] physical, Cherigi, earth attribute a single attack
SKILL_20150317_000386	[Chroma poison] physical, blow, fire attribute a single attack
SKILL_20150317_000387	[Seedmia] physical, Cherigi, poison attribute, once the attack
SKILL_20150317_000388	[Seedmia] physical, Cherigi, poison attribute, 1 long-range attack
SKILL_20150317_000389	[Glock] physical, and sword, darkness attribute a single attack
SKILL_20150317_000390	[Glock] Magic, magic, darkness attribute a single attack
SKILL_20150317_000391	[Woopent] physical, and sword, water attribute a single attack freezing debuff
SKILL_20150317_000392	[Woopent] physical, and sword, water attribute a single attack
SKILL_20150317_000393	[Rodelin] physical, tung, darkness attribute a single attack
SKILL_20150317_000394	[Rodelin] physical, tung, darkness attribute straight line distance attack
SKILL_20150317_000395	[Rodelin] physical, tung, a single round of darkness attribute forward target
SKILL_20150317_000396	[Glizardon] physical, and sword, darkness attribute to twice attack
SKILL_20150317_000397	[Glizardon] physical, and sword, darkness attribute Phil Windu four times attack
SKILL_20150317_000398	[Glizardon] physical, and sword, darkness attribute down blow a single attack
SKILL_20150317_000399	[Collie earth] physical, blow, darkness attribute a single attack
